"","name","updated","value","date","year","month","week"
"75","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.482,2021-02-22,2021,2,8
"76","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.372,2021-02-15,2021,2,7
"77","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.338,2021-02-08,2021,2,6
"78","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.274,2021-02-01,2021,2,5
"79","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.226,2021-01-25,2021,1,4
"80","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.186,2021-01-18,2021,1,3
"81","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.107,2021-01-11,2021,1,2
"82","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.063,2021-01-04,2021,1,1
"83","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.046,2020-12-28,2020,12,53
"84","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.018,2020-12-21,2020,12,52
"85","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",2.992,2020-12-14,2020,12,51
"86","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",2.984,2020-12-07,2020,12,50
"87","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",2.969,2020-11-30,2020,11,49
"88","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",2.957,2020-11-23,2020,11,48
"89","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",2.97,2020-11-16,2020,11,47
"90","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",2.981,2020-11-09,2020,11,46
"91","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",2.986,2020-11-02,2020,11,45
"92","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.016,2020-10-26,2020,10,44
"93","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.019,2020-10-19,2020,10,43
"94","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.022,2020-10-12,2020,10,42
"95","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.027,2020-10-05,2020,10,41
"96","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.043,2020-09-28,2020,9,40
"97","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.053,2020-09-21,2020,9,39
"98","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.062,2020-09-14,2020,9,38
"99","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.067,2020-09-07,2020,9,37
"100","Los Angeles Regular All Formulations Retail Gasoline Prices, Weekly","2022-07-25T20:31:48-0400",3.065,2020-08-31,2020,8,36
