"","name","updated","value","date","year","month","week"
"40","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.62,2022-02-07,2022,2,6
"41","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.514,2022-01-31,2022,1,5
"42","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.444,2022-01-24,2022,1,4
"43","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.404,2022-01-17,2022,1,3
"44","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.457,2022-01-10,2022,1,2
"45","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.32,2022-01-03,2022,1,1
"46","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.34,2021-12-27,2021,12,52
"47","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.383,2021-12-20,2021,12,51
"48","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.421,2021-12-13,2021,12,50
"49","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.481,2021-12-06,2021,12,49
"50","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.501,2021-11-29,2021,11,48
"51","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.565,2021-11-22,2021,11,47
"52","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.557,2021-11-15,2021,11,46
"53","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.616,2021-11-08,2021,11,45
"54","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.539,2021-11-01,2021,11,44
"55","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.558,2021-10-25,2021,10,43
"56","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.524,2021-10-18,2021,10,42
"57","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.498,2021-10-11,2021,10,41
"58","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.421,2021-10-04,2021,10,40
"59","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.342,2021-09-27,2021,9,39
"60","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.404,2021-09-20,2021,9,38
"61","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.356,2021-09-13,2021,9,37
"62","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.404,2021-09-06,2021,9,36
"63","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.334,2021-08-30,2021,8,35
"64","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.333,2021-08-23,2021,8,34
"65","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.395,2021-08-16,2021,8,33
"66","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.412,2021-08-09,2021,8,32
"67","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.456,2021-08-02,2021,8,31
"68","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.375,2021-07-26,2021,7,30
"69","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.414,2021-07-19,2021,7,29
"70","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.365,2021-07-12,2021,7,28
"71","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.37,2021-07-05,2021,7,27
"72","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.342,2021-06-28,2021,6,26
"73","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.36,2021-06-21,2021,6,25
"74","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.394,2021-06-14,2021,6,24
"75","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.339,2021-06-07,2021,6,23
"76","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.27,2021-05-31,2021,5,22
"77","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.243,2021-05-24,2021,5,21
"78","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.261,2021-05-17,2021,5,20
"79","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.197,2021-05-10,2021,5,19
"80","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.148,2021-05-03,2021,5,18
"81","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.099,2021-04-26,2021,4,17
"82","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.063,2021-04-19,2021,4,16
"83","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.021,2021-04-12,2021,4,15
"84","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.061,2021-04-05,2021,4,14
"85","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.005,2021-03-29,2021,3,13
"86","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.053,2021-03-22,2021,3,12
"87","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",3.07,2021-03-15,2021,3,11
"88","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.977,2021-03-08,2021,3,10
"89","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.892,2021-03-01,2021,3,9
"90","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.754,2021-02-22,2021,2,8
"91","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.614,2021-02-15,2021,2,7
"92","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.599,2021-02-08,2021,2,6
"93","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.571,2021-02-01,2021,2,5
"94","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.537,2021-01-25,2021,1,4
"95","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.489,2021-01-18,2021,1,3
"96","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.42,2021-01-11,2021,1,2
"97","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.363,2021-01-04,2021,1,1
"98","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.388,2020-12-28,2020,12,53
"99","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.28,2020-12-21,2020,12,52
"100","Chicago Regular All Formulations Retail Gasoline Prices, Weekly","2022-11-07T19:19:53-0500",2.216,2020-12-14,2020,12,51
